date,rolling_volatility
2018-04-16,0.07189453478556687
2018-04-17,0.03954700623602219
2018-04-18,0.13746757997455095
2018-04-19,0.009092406118691252
2018-04-20,0.17842337152254212
2018-04-23,0.2622110437368007
2018-04-24,0.09851356588292356
2018-04-25,0.048132608619064356
2018-04-26,0.34424352862673163
2018-04-27,0.5176447883799213
